subject,object,provided_by,predicate,api_name,api_id
GeneFamily,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,PhysiologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Device,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellularComponent,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
RNAProduct,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellLine,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cohort,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,PhysicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinDomain,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NoncodingRNAProduct,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeographicLocation,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinFamily,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellLine,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cell,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellularComponent,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
RNAProduct,BiologicalEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinFamily,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
RNAProduct,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellularComponent,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NoncodingRNAProduct,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MicroRNA,Drug,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinDomain,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysiologicalProcess,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GrossAnatomicalStructure,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellularComponent,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PopulationOfIndividualOrganisms,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeographicLocation,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
IndividualOrganism,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
RNAProduct,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellLine,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MaterialSample,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cohort,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Cell,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinFamily,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,Cohort,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinFamily,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalMixture,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Vitamin,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Treatment,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,GrossAnatomicalStructure,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,MolecularEntity,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Agent,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
DiseaseOrPhenotypicFeature,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ChemicalEntity,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalProcess,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhenotypicFeature,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
InformationContentEntity,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeographicLocation,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Pathway,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Food,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
GeneFamily,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
SmallMolecule,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellLine,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularEntity,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
AnatomicalEntity,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
OrganismTaxon,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ClinicalIntervention,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Device,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NucleicAcidEntity,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
RNAProduct,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Disease,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
MolecularActivity,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Drug,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
BiologicalEntity,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PathologicalProcess,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Phenomenon,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
PhysicalEntity,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Polypeptide,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Gene,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Publication,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Protein,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
ProteinFamily,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Behavior,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
CellularComponent,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Procedure,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
NamedThing,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
Activity,PathologicalProcess,,treats,RTX KG2,acca268be3645a24556b81cc15ce0e9a
